Name,NA_sales,EU_sales,JP_sales,other_sales
Super Monkey Ball: Touch & Roll,0.7,0.01,0,0.06
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,0,0,0.02,0
Super Nazo Puyo: Ruruu no Ruu,0,0,0.27,0
Super Paper Mario,1.98,0.88,0.59,0.32
Super PickUps,0.02,0.01,0,0
Super Power League,0,0,0.17,0
Super Power League 2,0,0,0.33,0
Super Princess Peach,0.72,0.06,0.21,0.07
Super Puyo Puyo,0,0,1.69,0.01
Super Puyo Puyo 2,0,0,0.47,0
Super Puzzle Fighter II,0.06,0.02,0,0
Super Puzzle Fighter II Turbo,0.08,0.05,0,0.01
Super R.C. Pro-Am,0.58,0.37,0.15,0.04
Super Real Mahjong Graffiti,0,0,0.07,0
Super Real Mahjong P V,0,0,0.19,0
Super Robot Gakuen,0,0,0.04,0
Super Robot Monkey Team: Game Boy Advance Video Volume 1,0.01,0,0,0
Super Robot Spirits,0,0,0.04,0.03
Super Robot Taisen 64,0,0,0.2,0
Super Robot Taisen A,0,0,0.35,0.01
Super Robot Taisen A Portable,0,0,0.18,0
Super Robot Taisen Compact 2 Dai-1-Bu,0,0,0.17,0
Super Robot Taisen Complete Box,0,0,0.29,0.02
Super Robot Taisen D,0,0,0.23,0.01
Super Robot Taisen EX,0,0,0.37,0
Super Robot Taisen F,0,0,0.55,0
Super Robot Taisen F Kanketsuhen,0,0,0.76,0.01
Super Robot Taisen Impact,0,0,0.65,0
Super Robot Taisen J,0,0,0.18,0
Super Robot Taisen K,0,0,0.21,0
Super Robot Taisen L,0,0,0.17,0
Super Robot Taisen MX,0,0,0.5,0
Super Robot Taisen MX Portable,0,0,0.09,0
Super Robot Taisen Neo,0,0,0.05,0
Super Robot Taisen OG Infinite Battle,0,0,0.04,0
Super Robot Taisen OG Saga: Endless Frontier,0.08,0,0,0.01
Super Robot Taisen OG Saga: Endless Frontier (JP sales),0,0,0.14,0
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,0,0,0.1,0
Super Robot Taisen OG: Original Generations,0,0,0.44,0
Super Robot Taisen OG: Original Generations Gaiden,0,0,0.3,0
Super Robot Taisen R,0,0,0.25,0.01
Super Robot Taisen UX,0,0,0.18,0
Super Robot Taisen W,0,0,0.3,0
Super Robot Taisen XO,0,0,0.01,0
Super Robot Taisen Z,0,0,0.5,0
Super Robot Taisen Z Special Disc,0,0,0.08,0
Super Robot Taisen α,0,0,0.75,0.05
Super Robot Taisen α Gaiden,0,0,0.58,0.04
Super Robot Taisen: Original Generation,0.01,0,0,0
Super Robot Taisen: Scramble Commander,0,0,0.19,0
Super Robot Taisen: Scramble Commander the 2nd,0,0,0.04,0
Super Robot Wars BX,0,0,0.13,0
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,0,0,0.06,0
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,0,0,0.12,0
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,0,0,0.12,0
Super Robot Wars OG: The Moon Dwellers,0,0,0.15,0
Super R-Type,0,0,0.23,0
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,0,0,0.11,0
Super Scope 6,1.06,0.38,0.15,0.05
Super Scribblenauts,1.08,0.31,0,0.11
Super Sentai Battle: Ranger Cross,0,0,0.08,0
Super Smash Bros.,2.95,0.6,1.97,0.04
Super Smash Bros. Brawl,6.75,2.61,2.66,1.02
Super Smash Bros. for Wii U and 3DS,5.83,2.41,3.22,1
Super Smash Bros. Melee,4.41,1.04,1.39,0.22
Super Soccer,0,0,0.38,0
Super Speed Machines,0.02,0,0,0
Super Street Fighter II,0.52,0.16,1.44,0.03
Super Street Fighter II: Turbo Revival,0.18,0.07,0,0
Super Street Fighter IV: 3D Edition,0.55,0.44,0.14,0.09
Super Swing Golf,0.14,0.01,0.07,0.01
Super Swing Golf Season 2,0.08,0,0.03,0.01
Super Trucks Racing,0.35,0.27,0,0.09
Super Wagyan Land,0,0,0.42,0
Superbike 2000,0.15,0.1,0,0.02
SuperCar Challenge,0,0.03,0,0.01
Supercar Street Challenge,0.55,0.43,0,0.14
Supercross 2000,0.23,0.06,0,0
Superman Returns,0.3,0.02,0,0.03
Superman: Countdown to Apokolips,0.03,0.01,0,0
Superman: Shadow of Apokolips,0.27,0.18,0,0.05
Superman: The Man of Steel,0.1,0.03,0,0
Superman: The New Superman Adventures,0.33,0.07,0,0
Supermodel Makeover by Lauren Luke,0,0.02,0,0
Superstars V8 Racing,0,0.03,0,0.01
Supremacy MMA,0.13,0.12,0,0.05
Supreme Commander,0.07,0.05,0,0.02
Supreme Commander 2,0.23,0.25,0,0.07
Supreme Commander: Forged Alliance,0.01,0.02,0,0.01
Supreme Ruler: Cold War,0,0.03,0,0.01
Surf Riders,0.07,0.05,0,0.01
Surfing H3O,0.12,0.1,0,0.03
Surf's Up,0.7,0.17,0,0.11
Survivor,0.01,0,0,0
Sushi Academy,0.08,0,0,0.01
Sushi Go-Round,0.09,0,0,0
Suujin Taisen,0,0,0.03,0
Suzuki Super-Bikes II: Riding Challenge,0.05,0,0,0
Suzuki TT Superbikes,0.33,0.01,0,0.05
Suzumiya Haruhi no Chokuretsu,0,0,0.03,0
Suzumiya Haruhi no Gekidou,0,0,0.07,0
Suzumiya Haruhi no Heiretsu,0,0,0.02,0
Suzumiya Haruhi no Tomadoi,0,0,0.13,0
Suzumiya Haruhi no Tsuisou,0,0,0.07,0
Suzumiya Haruhi no Yakusoku,0,0,0.15,0
Suzumiya Haruhi-Chan no Mahjong,0,0,0.02,0
Suzunone Seven: Rebirth Knot,0,0,0.02,0
SWAT 4,0,0.02,0,0
SWAT: Global Strike Team,0.29,0.16,0,0.05
SWAT: Target Liberty,0.03,0,0,0
Sweet Honey Coming,0,0,0.01,0
Swing Away Golf,0.17,0.13,0.18,0.04
Swingerz Golf,0.06,0.02,0,0
Sword & Sorcery,0,0,0.1,0
Sword Art Online: Game Director's Edition,0,0,0.05,0
Sword Art Online: Hollow Fragment,0,0.1,0.3,0.02
Sword Art Online: Infinity Moment,0,0,0.22,0
Sword Art Online: Lost Song,0.17,0.2,0.33,0.09
Sword of Mana,0.31,0.11,0.3,0.02
Sword of the Samurai,0,0,0.17,0
Swords,0.03,0,0,0
SX Superstar,0.06,0.02,0,0
Syberia,0.18,0.06,0,0.01
Syberia II,0.02,0.02,0,0
Sydney 2000,0.15,0.1,0,0.02
Syndicate,0.17,0.17,0,0.05
Syndicate Wars,0.02,0.01,0,0
Syphon Filter,2.03,0.72,0.02,0.11
Syphon Filter 2,1.5,0.55,0.02,0.08
Syphon Filter 3,0.29,0.2,0,0.03
Syphon Filter: Dark Mirror,0.4,0.12,0,0.07
Syphon Filter: Logan's Shadow,0.28,0.14,0,0.1
Syphon Filter: The Omega Strain,0.37,0.29,0,0.1
System 3 presents Ferrari Challenge Trofeo Pirelli,0.1,0.41,0,0.07
System Flaw,0.09,0,0,0.01
T.A.C. Heroes : Big Red One,0.02,0,0,0
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,0.08,0.05,0,0.01
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,0,0,0.05,0
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,0,0,0.05,0
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,0,0,0.06,0
Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,0,0,0.09,0
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,0,0,0.04,0
Tactics Layer: Ritina Guard Senki,0,0,0.01,0
Tactics Ogre: Let Us Cling Together,0.15,0.07,0.98,0.05
Tactics Ogre: The Knight of Lodis,0.13,0.05,0.31,0.01
Tag Team Match M.U.S.C.L.E.,0,0,1.05,0
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,0,0,0.03,0
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,0,0,0.03,0
T'ai Fu: Wrath of the Tiger,0.08,0.06,0,0.01
Taiho Shichauzo!,0,0,0.05,0
Taiko Drum Master,0.1,0.08,0,0.03
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,0,0,0.31,0
Taiko Drum Master: Tokumori!,0,0,0.11,0
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,0,0,0.42,0
Taiko no Tatsujin DS: Touch de Dokodon!,0,0,0.66,0
Taiko no Tatsujin Portable 2,0,0,0.05,0
Taiko no Tatsujin Portable DX,0,0,0.38,0
Taiko no Tatsujin Wii,0,0,0.67,0
Taiko no Tatsujin Wii: Dodon to 2 Yome!,0,0,0.4,0
Taiko no Tatsujin Wii: Ketteiban,0,0,0.39,0
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,0,0,0.3,0
Taiko no Tatsujin: Appare Sandaime,0,0,0.49,0
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,0,0,0.06,0
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,0,0,0.63,0
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,0,0,0.44,0
Taiko no Tatsujin: Don Don! Mystery Adventure,0,0,0.09,0
Taiko no Tatsujin: Go! Go! Godaime,0,0,0.2,0
Taiko no Tatsujin: Tatakon de Dodon ga Don,0,0,0.76,0
Taiko no Tatsujin: V Version,0,0,0.1,0
Taiko no Tatsujin: Waku Waku Anime Matsuri,0,0,0.2,0
Taiko no Tatsujin: Wii U Version!,0,0,0.19,0
Taikou Risshiden V,0,0,0.04,0
Tail Concerto,0.02,0.01,0,0
Tail of the Sun,0.01,0.01,0,0
Taishou Moebius Line Vitable,0,0,0.02,0
Taito Legends,0.1,0.05,0,0.01
Taito Legends 2,0.01,0.01,0,0
Taito Legends Power Up,0.05,0,0,0
Tak 2: The Staff of Dreams,0.99,0.46,0,0.1
Tak and the Guardians of Gross,0.29,0.11,0,0.05
Tak and the Power of Juju,1.26,0.67,0,0.17
Tak: Mojo Mistake,0.16,0,0,0.01
Tak: The Great Juju Challenge,0.38,0.1,0,0.01
Take A Break's: Puzzle Master,0,0.15,0,0.01
Take On Helicopters,0,0.02,0,0.01
Tale of a Hero,0,0.02,0,0.01
Tales of Berseria,0,0,0.33,0
Tales of Destiny,0.09,0.06,1.35,0.07
Tales of Destiny 2,0,0,0.92,0
Tales of Destiny II,0.06,0.04,0.66,0.05
Tales of Eternia,0,0.01,0.25,0.01
Tales of Fandom Vol.2,0,0,0.08,0
Tales of Graces,0,0,0.22,0
Tales of Graces f,0.28,0.21,0.45,0.08
Tales of Hearts,0.15,0.13,0.33,0.08
Tales of Innocence,0,0,0.26,0
Tales of Innocence R,0,0,0.1,0
Tales of Legendia,0.07,0.05,0.35,0.02
Tales of Phantasia,0.08,0.03,1.11,0.05
Tales of Phantasia (PS1 & PSP Versions),0,0,0.11,0
Tales of Phantasia: Narikiri Dungeon X,0,0,0.21,0
Tales of Rebirth,0,0,0.66,0
Tales of Symphonia,0.75,0.34,0.44,0.1
Tales of Symphonia: Dawn of the New World,0.22,0.05,0.24,0.03
Tales of the Abyss,0.42,0.19,0.71,0.06
Tales of the Heroes: Twin Brave,0,0,0.13,0
Tales of the Tempest,0,0,0.18,0
Tales of the World: Narikiri Dungeon 2,0,0,0.19,0
Tales of the World: Radiant Mythology,0.17,0.01,0.23,0.02
Tales of the World: Radiant Mythology 2,0,0,0.33,0
Tales of the World: Radiant Mythology 3,0,0,0.28,0
Tales of the World: Reve Unitia,0,0,0.11,0
Tales of Vesperia,0.32,0.18,0.64,0.05
Tales of VS.,0,0,0.23,0
Tales of Xillia,0.29,0.19,0.67,0.09
Tales of Xillia 2,0.2,0.15,0.45,0.07
Tales of Zestiria,0.21,0.24,0.44,0.09
TalkMan,0,0,0.02,0
TalkMan (Japan),0,0,0.18,0
Tamagotchi,0,0,1.44,0.01
Tamagotchi Collection,0,0,0.15,0
Tamagotchi Connection: Corner Shop,0.1,0.02,1.12,0.01
Tamagotchi Connection: Corner Shop 2,0.09,0.02,0.86,0.01
Tamagotchi Connection: Corner Shop 3,0.07,0,0.31,0.01
Tamagotchi no Appare! Niji Venture,0,0,0.14,0
Tamagotchi no Doki Doki Dream Omisecchi,0,0,0.03,0
Tamagotchi no KiraKira Omisecchi,0,0,0.22,0
Tamagotchi no Narikiri Challenge,0,0,0.17,0
Tamagotchi no Narikiri Channel,0,0,0.15,0
Tamagotchi no Pichi Pichi Omisecchi,0,0,0.13,0
Tamagotchi Party On!,0.12,0,0.06,0.01
Tanjou S Debut,0,0,0.06,0
Tank Beat,0.01,0.01,0,0
Tank! Tank! Tank!,0.02,0.01,0.05,0
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,0,0,0.01,0
Tantei Jinguuji Saburo DS: Kienai Kokoro,0,0,0.03,0
Tantei Jinguuji Saburo: Hai to Diamond,0,0,0.01,0
Tantei Opera: Milky Holmes,0,0,0.02,0
Tao Adventure: Curse Demon,0.03,0,0,0
Tao Feng: Fist of the Lotus,0.21,0.06,0,0.01
Target: Terror,0.06,0,0,0.01
Tatsunoko vs. Capcom: Cross Generation of Heroes,0,0,0.1,0
Tatsunoko vs. Capcom: Ultimate All-Stars,0.32,0.16,0.03,0.05
Taz Wanted,0.19,0.1,0,0.02
Team Elimination Games,0.08,0,0,0.01
Tear Ring Saga Yutona Eiyuu Senki,0,0,0.37,0.03
Tearaway,0.17,0.39,0,0.19
Tearaway Unfolded,0.09,0.12,0,0.04
Tears to Tiara Anecdotes: The Secret of Avalon,0,0,0.04,0
Tears to Tiara II: Heir of the Overlord,0.07,0.02,0.06,0.01
Tears to Tiara: Garland of the Earth,0,0,0.08,0
Tears to Tiara: Kakan no Daichi Portable,0,0,0.01,0
Technic Beat,0.01,0.01,0,0
Tecmo Bowl: Kickoff,0.11,0,0,0.01
Tecmo Classic Arcade,0.05,0.01,0,0
Tecmo Super Bowl,0.06,0.04,0,0.01
Tecmo's Deception,0.04,0.03,0,0
Teddy Together,0,0.02,0,0
Teen Titans,0.5,0.22,0,0.04
Teenage Mutant Ninja Turtles,4.98,1.18,0.31,0.2
Teenage Mutant Ninja Turtles (3DS),0.01,0,0,0
Teenage Mutant Ninja Turtles 2: Battle Nexus,0.7,0.33,0,0.08
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.27,0.11,0,0.03
Teenage Mutant Ninja Turtles Double Pack,0.01,0,0,0
Teenage Mutant Ninja Turtles II: Back from the Sewers,0,0,0.06,0
Teenage Mutant Ninja Turtles II: The Arcade Game,1.74,0.25,0.21,0.03
Teenage Mutant Ninja Turtles III: The Manhattan Project,1.05,0.17,0.15,0.02
Teenage Mutant Ninja Turtles: Arcade Attack,0.12,0,0,0.01
Teenage Mutant Ninja Turtles: Danger of the Ooze,0.3,0.24,0,0.08
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,0.12,0.04,0,0
Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.08,0.08,0,0.02
Teenage Mutant Ninja Turtles: Smash-Up,0.44,0.08,0,0.06
Teenage Mutant Ninja Turtles: Tournament Fighters,0.04,0.01,0.08,0
Teenage Zombies: Invasion of the Alien Brain Thingys,0.03,0,0,0
Tegami Bachi: Kokoro Tsumugu Mono e,0,0,0.02,0
Tekken,0.95,1.3,0.77,0.22
Tekken 2,2.26,1.89,1.36,0.23
Tekken 3,3.27,2.22,1.4,0.29
Tekken 3D: Prime Edition,0.06,0.08,0.05,0.01
Tekken 4,1.55,1.27,0.33,0.29
Tekken 5,0.93,1.94,0.31,0.7
Tekken 6,2.06,1.44,0.32,0.59
Tekken Advance,0.32,0.12,0,0.01
Tekken Tag Tournament,1.68,1.51,0.51,0.35
Tekken Tag Tournament 2,0.56,0.52,0.15,0.18
Tempest 3X,0.04,0.03,0,0.01
Ten Pin Alley 2,0.03,0,0,0
Tenchi Muyou! Ryoukouki Gokuraku,0,0,0.06,0
Tenchu 2: Birth of the Stealth Assassins,0.32,0.22,0,0.04
Tenchu San Portable,0,0,0.01,0
Tenchu Z,0.27,0.02,0.02,0.03
Tenchu: Dark Secret,0.03,0,0.01,0
Tenchu: Fatal Shadows,0.09,0.07,0,0.02
Tenchu: Return From Darkness,0.16,0.05,0,0.01
Tenchu: Shadow Assassins,0.19,0.04,0.08,0.03
Tenchu: Stealth Assassins,0.95,0.64,0.27,0.13
Tenchu: Wrath of Heaven,0.44,0.34,0.25,0.11
Tengai Makyo: Dai Yon no Mokushiroku,0,0,0.01,0
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,0,0,0.26,0
Tengen Toppa Gurren-Lagann,0,0,0.02,0
Tenjin Ranman: Happy GO Lucky!!,0,0,0.01,0
Tenka-bito,0,0,0.03,0
Tenkai Knights: Brave Battle,0.01,0.01,0,0
Tenkaichi * Sengoku Lovers,0,0,0.03,0
Tennis,1.23,0.41,2.46,0.06
Tennis Masters Series 2003,0.03,0.01,0,0
Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,0,0,0.08,0
Tennis no Oji-Sama: 2005 Crystal Drive,0,0,0.05,0
Tennis no Oji-Sama: Aim at The Victory!,0,0,0.14,0
Tennis no Oji-Sama: Card Hunter,0,0,0.02,0
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,0,0,0.04,0
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,0,0,0.04,0
"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",0,0,0.01,0
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",0,0,0.06,0
Tennis no Oji-Sama: Driving Smash! Side King,0,0,0.02,0
Tennis no Oji-Sama: Genius Boys Academy,0,0,0.24,0.01
Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,0,0,0.1,0
Tenshou Gakuen Gekkouroku,0,0,0.04,0
TERA,0.24,0.12,0,0.05
Terminator 3: Rise of the Machines,0.43,0.27,0,0.08
Terminator 3: The Redemption,0.15,0.07,0,0.02
Terminator Salvation,0.26,0.47,0.01,0.15
Terranigma,0,0,0.09,0
Terraria,0.42,0.85,0.23,0.16
Teslagrad,0,0.01,0,0
Test Drive,1.3,0.26,0.01,0.2
Test Drive 4,0.67,0.46,0,0.08
Test Drive 5,1.05,0.2,0,0.05
Test Drive 6,0.4,0.27,0,0.05
Test Drive Le Mans,0.03,0.02,0,0
Test Drive Off-Road Wide Open,0.15,0.03,0,0.01
Test Drive Unlimited,0.31,0.34,0.02,0.18
Test Drive Unlimited 2,0.51,0.78,0.01,0.22
Test Drive: Eve of Destruction,0.18,0.11,0,0.03
Test Drive: Ferrari Legends,0.08,0,0,0
Test Drive: Off Road,0.65,0.44,0,0.08
Tetris,26.17,2.95,6.03,0.69
Tetris 2,0.62,0.13,0.21,0.02
Tetris 2 (All region sales),0.56,0.22,0.43,0.03
Tetris 2 (weekly jp sales),0,0,0.23,0
Tetris 2 + Bombliss,0,0,0.32,0
Tetris Attack,0,0,0.38,0
Tetris Axis,0.2,0.13,0.06,0.03
Tetris DS,0.64,0.07,1.35,0.08
Tetris DX,1.06,0.6,0.2,0.07
Tetris Evolution,0.08,0.02,0,0.01
Tetris Party Deluxe,0.63,0.47,0.14,0.12
Tetris Plus,2.1,0.24,0,0.07
Tetris Ultimate,0,0.01,0,0
Tetris Worlds,2.53,1.14,0,0.34
Tetris Worlds (Online Edition),0.15,0.04,0,0.01
Tetrisphere,0.29,0.06,0,0
Texas Hold 'Em Poker,0.44,0.16,0,0.01
Texas Hold 'Em Poker DS,0.03,0,0,0
th!nk Logic Trainer,0.01,0,0,0
That's So Raven,0.54,0.2,0,0.01
That's So Raven 2: Supernatural Style,0.37,0.14,0,0.01
That's So Raven: Psychic on the Scene,0.23,0,0,0.02
The $1 Pyramid,0.08,0,0,0.01
The 3rd Birthday,0.13,0.07,0.27,0.05
The 7th Guest,0.01,0.77,0,0
The Activision Decathlon,0.52,0.03,0,0.01
The Adventures of Cookie & Cream,0.09,0.07,0,0.02
The Adventures of Darwin,0.01,0,0.03,0
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,0.19,0.07,0,0
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,0.82,0.38,0,0.08
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,0.55,0.27,0,0.06
The Adventures of Lomax,0.01,0.01,0,0
The Adventures of Tintin: The Game,0.31,0.56,0,0.14
The Amazing Race,0.13,0,0,0.01
The Amazing Spider-Man (Console Version),1.2,0.77,0,0.24
The Amazing Spider-Man (DS & Mobile Versions),0,0.01,0,0
The Amazing Spider-Man 2 (2014),0.54,0.68,0.04,0.18
The Ant Bully,0.25,0.07,0,0.02
The Awakened Fate Ultimatum,0,0,0.02,0
The Bachelor: The Videogame,0.18,0,0,0.02
The Backyardigans,0.24,0,0,0.02
The Bard's Tale,0.18,0.1,0,0.03
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,0,0,0.03,0
The Beatles: Rock Band,2.83,0.93,0,0.42
The Bee Game,0.17,0,0,0.01
The Berenstain Bears and the Spooky Old Tree,0.03,0.01,0,0
The Bible Game,0.22,0.12,0,0.03
The Biggest Loser,1.05,0.23,0,0.12
The Biggest Loser: Challenge,0.49,0.13,0,0.05
The Biggest Loser: Ultimate Workout,0.73,0.1,0,0.06
The BIGS,1.02,0.27,0,0.11
The BIGS 2,0.81,0.1,0,0.09
The Binding of Isaac,0,0.03,0,0
The Black Eyed Peas Experience,0.59,0.3,0,0.09
The Bombing Islands,0.08,0.05,0,0.01
The Book of Unwritten Tales,0,0.08,0,0.02
The Book of Unwritten Tales 2,0,0.07,0,0.01
The Book of Unwritten Tales: The Critter Chronicles,0,0.05,0,0.01
The Bouncer,0.3,0.23,0.38,0.08
The Bureau: XCOM Declassified,0.18,0.33,0,0.08
The Cages: Pro Style Batting Practice,0.01,0,0,0
The Cat in the Hat,0.27,0.1,0,0.01
The Chase: Felix Meets Felicity,0.04,0,0,0
The Cheetah Girls,0.01,0,0,0
The Cheetah Girls: Passport to Stardom,0.18,0,0,0.01
The Cheetah Girls: Pop Star Sensations,0.1,0,0,0.01
The Chronicles of Narnia: Prince Caspian,1,0.21,0,0.13
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",1.36,0.31,0,0.1
The Chronicles of Riddick: Assault on Dark Athena,0.28,0.21,0,0.07
The Chronicles of Riddick: Escape from Butcher Bay,0.32,0.11,0,0.02
The Clique: Diss and Make Up,0.11,0,0,0.01
The Club,0.29,0.17,0,0.05
The Con,0.18,0,0,0.02
The Conduit,0.29,0.23,0,0.06
The Conveni 4,0,0,0.02,0
The Conveni: Ano Machi wo Dokusen Seyo,0,0,0.3,0.02
The Crew,0.64,1.75,0.03,0.34
The Crew: Wild Run,0,0.12,0,0.01
The Croods: Prehistoric Party!,0.08,0.14,0,0.02
The Crow: City of Angels,0.01,0.01,0,0
The Cube,0,0.04,0,0
The Cursed Crusade,0.15,0.15,0.01,0.05
The Da Vinci Code,0.1,0.06,0,0.02
The Daring Game for Girls,0.2,0,0,0.02
The Dark Hills of Cherai,0,0.01,0,0
The Dark Spire,0.04,0,0,0
The Darkness,0.56,0.38,0.01,0.17
The Darkness II,0.48,0.29,0,0.09
The Destiny of Zorro,0.1,0,0,0.01
The Dog Island,0.48,0.11,0,0.06
The Dukes of Hazzard II: Daisy Dukes It Out,0.17,0.11,0,0.02
The Dukes of Hazzard: Racing for Home,0.99,0.16,0,0.04
The Dukes of Hazzard: Return of the General Lee,0.17,0.1,0,0.03
The Elder Scrolls III: Morrowind,2.09,0.63,0.03,0.11
The Elder Scrolls IV: Oblivion,4.52,2.12,0.27,0.87
The Elder Scrolls Online,1.75,1.64,0,0.49
The Elder Scrolls V: Skyrim,8.73,7.66,0.35,2.54
The Evil Within,1.5,1.84,0.24,0.56
The Eye of Judgment,0.28,0,0.02,0.03
The Eye of Judgment: Legends,0,0,0.01,0
The Fairly Odd Parents: Breakin Da Rules,0.41,0.27,0,0.09
The Fairly Odd Parents: Breakin' Da Rules,0.39,0.14,0,0.01
The Fairly Odd Parents: Clash with the Anti-World,0.11,0.04,0,0
The Fairly Odd Parents: Enter the Cleft,0.14,0.05,0,0
The Fairly Odd Parents: Game Boy Advance Video Volume 1,0.31,0.11,0,0.01
The Fairly Odd Parents: Game Boy Advance Video Volume 2,0.3,0.11,0,0.01
The Fairly Odd Parents: Shadow Showdown,0.58,0.26,0,0.06
The Fairly OddParents: Breakin' Da Rules,0.16,0.04,0,0.01
The Fast and the Furious,0.05,0.02,0,0.01
The Fifth Element,0.08,0.05,0,0.01
The Fight: Lights Out,0.29,0.22,0,0.09
The Final Fantasy Legend,0,0,1.1,0
The Final Round,0.04,0.03,0,0
The First Templar,0.12,0.05,0,0.02
The Flintstones: Bedrock Bowling,0.07,0.05,0,0.01
The Flintstones: Big Trouble in Bedrock,0.02,0.01,0,0
The Game of Life,0.46,0.31,0,0.05
The Game of Life / Yahtzee / Payday,0.13,0.05,0,0
The Getaway,1.23,1.77,0.05,0.49
The Getaway: Black Monday,0.39,1.01,0.02,0.36
The God of War Trilogy,0,0.07,0.03,0.02
The Godfather,0.89,0.03,0.01,0.15
The Godfather (JP sales),0.39,0.02,0.01,0.06
The Godfather (old US sales),0.42,0.11,0,0.02
The Godfather (US & Others sales),0.2,0.02,0,0.02
The Godfather (US sales),0.33,0.1,0,0.02
The Godfather II,0.88,0.46,0.02,0.19
The Godfather: Blackhand Edition,0.14,0,0,0.01
The Godfather: Dons Edition,0.25,0.02,0,0.03
The Godfather: Mob Wars,0.09,0.01,0,0.01
The Golden Compass,1.22,0.91,0,0.71
The Golf Club,0.07,0.02,0,0.01
The Granstream Saga,0.08,0.05,0,0.01
The Great Battle Gaiden 2: Matsuri da Wasshoi,0,0,0.03,0
The Great Escape,0.15,0.08,0,0.02
The Great Mystery Hidden Object Package 5,0,0.03,0,0
The Grim Adventures of Billy & Mandy,0.17,0.03,0,0
The Grinch,0.29,0.2,0,0.03
The Guided Fate Paradox,0,0,0.06,0
The Gunstringer,0.26,0.11,0,0.04
The Guy Game,0.12,0.07,0,0.02
The Hardy Boys: The Hidden Theft,0.07,0.03,0,0.01
The Hardy Boys: Treasure on the Tracks,0.11,0,0,0.01
The Haunted: Hell's Reach,0.02,0,0,0
The Heavy Rain and Beyond: Two Souls Collection,0,0.16,0,0.03
The Hidden,0.08,0,0,0
The History Channel: Battle for the Pacific,0.22,0,0,0.02
The History Channel: Civil War - A Nation Divided,0.13,0,0,0.01
The History Channel: Civil War - Secret Missions,0.09,0,0,0.01
The History Channel: Great Battles - Medieval,0.08,0.08,0,0.02
The Hobbit,0.71,0.33,0,0.08
The House of the Dead,0,0,0.13,0
The House of the Dead 2,0,0,0.26,0
The House of the Dead 2 & 3 Return,0.78,0.5,0.03,0.15
The House of The Dead III,0.29,0.08,0,0.01
The House of the Dead: Overkill,0.46,0.31,0.02,0.09
The House of the Dead: Overkill - Extended Cut,0.15,0.17,0,0.06
The Humans: Meet the Ancestors!,0.01,0,0,0
The Hustle: Detroit Streets,0.1,0.02,0,0.02
The ICO & Shadow of the Colossus Collection,0.67,0.37,0.13,0.17
The Idolm@ster,0,0,0.08,0
The Idolm@ster 2,0,0,0.16,0
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,0,0,0.23,0
The Idolm@ster: Dearly Stars,0,0,0.05,0
The IdolM@ster: Gravure For You! Vol. 6,0,0,0.03,0
The Idolm@ster: Live for You!,0,0,0.07,0
The Idolm@ster: Must Songs - Red Board / Blue Board,0,0,0.04,0
The IdolM@ster: One for All,0,0,0.13,0
